customer_id,age,gender_cd,region_size,foreign_flg,entrepreneur_flg,auto_flg,traveler_flg,partnership_flg,child_amt,realty_type,segment_cd,bundle_nm,confirmed_income,predicted_income,product_cd,functional_cd,finish_dttm,state_talk_time_sec,wo_hit_status_result_desc,wo_hit_status_reason_desc,employee_id,emp_age,emp_age_new,emp_gender_cd,emp_children_cnt,emp_work_months_cnt,emp_citizenship_country_cd,emp_marital_status_cd,success_flg,day_of_week,holiday_flg,product,function,auto_and_entrepreneur_flg,region_category,age_group,age_group_dummies,age_difference,marital_status,work_experience_status,pro_flg
383054703,49.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,1.0,u_11 (39),Без подписки,,,Mortgage Insurance,Cold,2024-04-09,20.0,"Дозвон, Отказ",Отказ без объяснения причин,264714.0,21.0,22.0,0.0,,0.0,Россия,Холост/не замужем,0,1,0,Страхование и услуги,Продажи и предложения,0.0,1,35-49,3.0,28.0,с партнером без детей,новичок,0
170063977,64.0,0.0,town,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_03 (10),Pro,,,Casco,Afterfilling,2023-09-01,24.0,"Дозвон, Отказ",Клиент ранее отказался,29998.0,48.0,47.0,1.0,,81.0,,,0,4,0,Страхование и услуги,Другое,0.0,1,50-64,4.0,16.0,с партнером без детей,сеньор,1
255110458,25.0,1.0,rural,0.0,0.0,1.0,0.0,1.0,0.0,0.0,r_02 (7),Pro,,,Credit Cards,Meeting,2024-03-15,35.0,"Дозвон, Отказ",Не нужен продукт,239576.0,57.0,56.0,0.0,,4.0,,,0,4,0,Кредитная карта,Другое,0.0,0,25-34,2.0,32.0,с партнером без детей,новичок,1
305041605,64.0,0.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,1.0,u_08 (31),Pro,,,Credit Cards,Preapprove,2024-02-28,31.0,"Дозвон, Отказ",Третье лицо,231855.0,20.0,19.0,0.0,,4.0,,,0,2,0,Кредитная карта,Продажи и предложения,0.0,1,50-64,4.0,44.0,с партнером без детей,новичок,1
279643865,34.0,0.0,urban,0.0,0.0,1.0,0.0,1.0,2.0,1.0,u_04 (14),Pro,,,Casco,Afterfilling,2023-02-07,231.0,"Дозвон, Успешно",Счет в ЛК,871.0,50.0,48.0,1.0,,66.0,,,1,1,0,Страхование и услуги,Другое,0.0,1,25-34,2.0,16.0,с партнером с детьми,сеньор,1
380069733,22.0,1.0,msk,0.0,0.0,1.0,0.0,1.0,0.0,0.0,m_10 (26),Pro,,,Investment,Utilization,2023-07-29,102.0,"Дозвон, Отказ",Сам разберется,184241.0,43.0,42.0,0.0,,6.0,,,0,5,1,Инвестиции,Продажи и предложения,0.0,1,14-24,1.0,21.0,с партнером без детей,опытный,1
146245557,38.0,1.0,town,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_02 (8),Без подписки,,,Debit Cards,Afterfilling,2023-03-14,55.0,"Дозвон, Отказ",Действующий клиент,170025.0,24.0,22.0,0.0,,,,,0,1,0,Дебетовая карта,Другое,0.0,1,35-49,3.0,14.0,с партнером без детей,сеньор,0
392798161,26.0,0.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,1.0,u_07 (27),Pro,,,Cash Loan,Preapprove,2023-11-08,67.0,"Дозвон, Отказ",Кредит уже не нужен,208439.0,24.0,23.0,0.0,,4.0,,,0,2,0,Кредит,Продажи и предложения,0.0,1,25-34,2.0,2.0,с партнером без детей,новичок,1
334396744,42.0,1.0,rural,0.0,1.0,1.0,0.0,1.0,0.0,1.0,r_03 (20),Без подписки,,13839.1,MVNO,Afterfilling,2024-08-28,198.0,"Дозвон, Отказ",Не интересно,274997.0,21.0,21.0,1.0,,3.0,,,0,2,0,Страхование и услуги,Другое,1.0,0,35-49,3.0,21.0,с партнером без детей,новичок,0
336854427,40.0,0.0,rural,0.0,0.0,0.0,0.0,1.0,1.0,0.0,r_03 (20),Pro,8582.34,16209.5,Secured Loan,Upsell,2024-09-16,71.0,"Дозвон, Отказ",Другое,278845.0,22.0,22.0,0.0,,3.0,,,0,0,0,Кредит,Продажи и предложения,0.0,0,35-49,3.0,18.0,с партнером с детьми,новичок,1
500208667,65.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,1.0,u_08 (31),Без подписки,,,Investment,Reutilization,2024-04-10,12.0,"Дозвон, Отказ",отказ от диалога,245620.0,22.0,23.0,0.0,,,Россия,Холост/не замужем,0,2,0,Инвестиции,Продажи и предложения,0.0,1,65+,5.0,43.0,с партнером без детей,сеньор,0
307280928,36.0,1.0,rural,0.0,0.0,1.0,0.0,0.0,0.0,0.0,r_03 (20),Без подписки,,,Credit Cards,Preapprove,2023-12-04,96.0,"Дозвон, Отказ",Кредитная карта не нужна,226180.0,19.0,18.0,0.0,,,,,0,0,0,Кредитная карта,Продажи и предложения,0.0,0,35-49,3.0,17.0,одинокий,сеньор,0
483937844,58.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,0.0,t_08 (30),Pro,,,Credit Cards,Preapprove,2023-09-19,83.0,"Дозвон, Отказ",Кредитная карта не нужна,109997.0,67.0,66.0,0.0,,39.0,,,0,1,0,Кредитная карта,Продажи и предложения,0.0,1,50-64,4.0,9.0,с партнером без детей,сеньор,1
370005326,48.0,1.0,town,0.0,1.0,0.0,0.0,0.0,0.0,1.0,t_03 (10),Без подписки,,17074.3,MVNO,Afterfilling,2024-10-10,41.0,"Дозвон, Отказ",Не интересно,6745.0,50.0,50.0,0.0,,92.0,,,0,3,0,Страхование и услуги,Другое,0.0,1,35-49,3.0,2.0,одинокий,сеньор,0
498232182,37.0,0.0,urban,0.0,0.0,1.0,0.0,0.0,2.0,1.0,u_04 (14),Без подписки,,17823.5,Debit Cards,Meeting,2023-08-28,51.0,"Дозвон, Отказ",Не нужен продукт,210791.0,27.0,26.0,0.0,,,,,0,0,0,Дебетовая карта,Другое,0.0,1,35-49,3.0,10.0,одинокий с детьми,сеньор,0
434007989,36.0,1.0,urban,0.0,0.0,1.0,0.0,0.0,0.0,1.0,u_07 (27),Pro,,14657.5,Cash Loan,Preapprove,2024-07-29,46.0,"Дозвон, Отказ",Третье лицо,247828.0,21.0,21.0,0.0,,,,,0,0,0,Кредит,Продажи и предложения,0.0,1,35-49,3.0,15.0,одинокий,сеньор,1
540633716,36.0,1.0,urban,0.0,0.0,1.0,0.0,0.0,0.0,1.0,u_02 (5),Без подписки,,,Credit Cards,Meeting,2024-01-15,50.0,"Дозвон, Отказ",Передумал,236818.0,27.0,26.0,0.0,,2.0,Россия,Холост/не замужем,0,0,0,Кредитная карта,Другое,0.0,1,35-49,3.0,9.0,одинокий,новичок,0
278051141,43.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_10 (40),Без подписки,,,MVNO,Cold,2022-09-18,24.0,"Дозвон, Отказ",Отказ прослушать предложение,6745.0,50.0,48.0,0.0,,67.0,,,0,6,1,Страхование и услуги,Продажи и предложения,0.0,1,35-49,3.0,7.0,с партнером без детей,сеньор,0
516136775,40.0,0.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,1.0,u_10 (35),Pro,,,Credit Cards,Preapprove,2024-05-03,22.0,"Дозвон, Отказ",Отказ по всем продуктам,252736.0,51.0,50.0,0.0,,3.0,,,0,4,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,11.0,с партнером без детей,новичок,1
339572731,45.0,1.0,town,0.0,0.0,0.0,0.0,1.0,1.0,1.0,t_01 (4),Pro,,18000.84,Cash Loan,Preapprove,2024-05-15,11.0,"Дозвон, Отказ",Не звонить,263064.0,41.0,41.0,0.0,,40.0,,,0,2,0,Кредит,Продажи и предложения,0.0,1,35-49,3.0,4.0,с партнером с детьми,сеньор,1
468452019,39.0,0.0,town,0.0,0.0,0.0,0.0,1.0,1.0,1.0,t_07 (29),Без подписки,,,Debit Cards,Cold,2023-02-20,16.0,"Дозвон, Отказ",Отказ прослушать предложение,187797.0,27.0,25.0,,,0.0,,,0,0,0,Дебетовая карта,Продажи и предложения,0.0,1,35-49,3.0,12.0,с партнером с детьми,новичок,0
252958030,47.0,0.0,town,0.0,1.0,0.0,0.0,1.0,0.0,0.0,t_03 (10),Pro,,20243.0,Secured Loan,Upsell,2024-10-03,26.0,"Дозвон, Отказ",Отказ по всем продуктам,208722.0,28.0,28.0,0.0,,14.0,Россия,Холост/не замужем,0,3,0,Кредит,Продажи и предложения,0.0,1,35-49,3.0,19.0,с партнером без детей,опытный,1
294681852,41.0,1.0,rural,0.0,0.0,1.0,0.0,1.0,1.0,0.0,r_02 (7),Pro,,,MVNO,Afterfilling,2024-01-23,43.0,"Дозвон, Отказ",Другое,205474.0,20.0,19.0,1.0,,7.0,,,0,1,0,Страхование и услуги,Другое,0.0,0,35-49,3.0,21.0,с партнером с детьми,опытный,1
276146307,23.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_09 (36),Pro,,11850.8,MVNO,Afterfilling,2024-10-17,27.0,"Дозвон, Отказ",Устраивает свой оператор,279851.0,18.0,19.0,0.0,,,,,0,3,0,Страхование и услуги,Другое,0.0,1,14-24,1.0,5.0,с партнером без детей,сеньор,1
266322111,51.0,0.0,town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t_06 (28),Без подписки,,12492.7,Credit Cards,Preapprove,2024-01-16,186.0,"Дозвон, Отказ",Кредитная карта не нужна,191371.0,35.0,34.0,0.0,,10.0,,,0,1,0,Кредитная карта,Продажи и предложения,0.0,1,50-64,4.0,16.0,одинокий,опытный,0
422494283,38.0,0.0,msk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,m_04 (11),Без подписки,,,Cash Loan,Preapprove,2024-03-15,88.0,"Дозвон, Отказ",Не звонить,247828.0,21.0,20.0,0.0,,,,,0,4,0,Кредит,Продажи и предложения,0.0,1,35-49,3.0,17.0,одинокий с детьми,сеньор,0
379271101,17.0,1.0,town,0.0,1.0,0.0,0.0,1.0,0.0,1.0,t_09 (36),Без подписки,,,Credit Cards,Afterfilling,2023-01-10,62.0,"Дозвон, Отказ",Не соответствует по возрасту,4747.0,44.0,42.0,0.0,,99.0,,,0,1,0,Кредитная карта,Другое,0.0,1,14-24,1.0,27.0,с партнером без детей,сеньор,0
126015510,37.0,1.0,msk,0.0,1.0,1.0,0.0,1.0,0.0,1.0,m_07 (18),Без подписки,,,Casco,Afterfilling,2024-03-29,29.0,"Дозвон, Отказ",Некорректно передан из офиса,3021.0,54.0,54.0,0.0,,81.0,,,0,4,0,Страхование и услуги,Другое,1.0,1,35-49,3.0,17.0,с партнером без детей,сеньор,0
426291170,27.0,1.0,town,0.0,0.0,1.0,0.0,0.0,0.0,0.0,t_02 (8),Без подписки,,,Credit Cards,Preapprove,2024-05-11,9.0,"Дозвон, Отказ",Отказ прослушать предложение,237757.0,52.0,51.0,0.0,,6.0,Россия,Холост/не замужем,0,5,1,Кредитная карта,Продажи и предложения,0.0,1,25-34,2.0,25.0,одинокий,опытный,0
451300544,23.0,0.0,town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t_09 (36),Без подписки,,9206.0,Debit Cards,Meeting,2024-07-02,119.0,"Дозвон, Успешно",Назначена встреча,37943.0,55.0,56.0,0.0,,99.0,,,1,1,0,Дебетовая карта,Другое,0.0,1,14-24,1.0,32.0,одинокий,сеньор,0
586738144,45.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,1.0,1.0,u_06 (23),Pro,,15540.4,Credit Cards,Preapprove,2024-08-30,51.0,"Дозвон, Отказ",Кредитная карта не нужна,19573.0,49.0,49.0,0.0,,101.0,,,0,4,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,4.0,с партнером с детьми,сеньор,1
454092868,32.0,1.0,town,0.0,0.0,1.0,0.0,1.0,1.0,1.0,t_02 (8),Pro,,,Credit Cards,Preapprove,2022-12-12,60.0,"Дозвон, Отказ",Другое,174508.0,45.0,43.0,,,0.0,,,0,0,0,Кредитная карта,Продажи и предложения,0.0,1,25-34,2.0,13.0,с партнером с детьми,новичок,1
263245608,22.0,1.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,1.0,u_09 (32),Без подписки,,,Credit Cards,Preapprove,2023-06-14,21.0,"Дозвон, Отказ",Отказ прослушать предложение,194773.0,45.0,43.0,0.0,,2.0,,,0,2,0,Кредитная карта,Продажи и предложения,0.0,1,14-24,1.0,23.0,с партнером без детей,новичок,0
377000328,28.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_05 (19),Pro,,,Credit Cards,Preapprove,2023-09-15,29.0,"Дозвон, Отказ",Кредитная карта не нужна,226180.0,19.0,18.0,0.0,,,,,0,4,0,Кредитная карта,Продажи и предложения,0.0,1,25-34,2.0,9.0,с партнером без детей,сеньор,1
282898385,42.0,1.0,town,0.0,1.0,1.0,0.0,1.0,0.0,0.0,t_01 (4),Без подписки,7823.5,,MVNO,Cold,2022-08-19,22.0,"Дозвон, Отказ",Другое,14829.0,59.0,56.0,0.0,,40.0,,,0,4,0,Страхование и услуги,Продажи и предложения,1.0,1,35-49,3.0,17.0,с партнером без детей,сеньор,0
435511992,20.0,1.0,town,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_05 (19),Без подписки,,,MVNO,Cold,2023-07-20,162.0,"Дозвон, Отказ",Устраивает свой оператор,14829.0,59.0,57.0,0.0,,51.0,,,0,3,0,Страхование и услуги,Продажи и предложения,0.0,1,14-24,1.0,39.0,с партнером без детей,сеньор,0
539587684,62.0,1.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,1.0,u_08 (31),Без подписки,,14792.1,Credit Cards,Preapprove,2024-09-05,38.0,"Дозвон, Отказ",Кредитная карта не нужна,263451.0,37.0,37.0,0.0,,5.0,,,0,3,0,Кредитная карта,Продажи и предложения,0.0,1,50-64,4.0,25.0,с партнером без детей,новичок,0
161248891,47.0,1.0,town,0.0,0.0,1.0,0.0,0.0,1.0,1.0,t_06 (28),Pro,,,Credit Cards,Preapprove,2024-05-04,37.0,"Дозвон, Отказ",Отказ прослушать предложение,226180.0,19.0,19.0,0.0,,,,,0,5,1,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,28.0,одинокий с детьми,сеньор,1
173597387,51.0,0.0,msk,0.0,1.0,1.0,0.0,1.0,0.0,1.0,m_03 (9),Pro,,12823.5,Investment,Utilization,2023-12-18,57.0,"Дозвон, Отказ",Не хочет разбираться,180298.0,23.0,22.0,1.0,,11.0,,,0,0,0,Инвестиции,Продажи и предложения,1.0,1,50-64,4.0,28.0,с партнером без детей,опытный,1
380420579,44.0,0.0,rural,0.0,0.0,0.0,0.0,1.0,0.0,0.0,r_06 (33),Без подписки,,,Credit Cards,Preapprove,2023-09-13,16.0,"Дозвон, Отказ",Кредит уже не нужен,194172.0,19.0,18.0,0.0,,5.0,,,0,2,0,Кредитная карта,Продажи и предложения,0.0,0,35-49,3.0,25.0,с партнером без детей,новичок,0
428898849,45.0,1.0,rural,0.0,0.0,0.0,0.0,1.0,1.0,0.0,r_06 (33),Без подписки,,,Credit Cards,Preapprove,2022-08-25,162.0,"Дозвон, Отказ",Другое,155499.0,48.0,46.0,,,1.0,,,0,3,0,Кредитная карта,Продажи и предложения,0.0,0,35-49,3.0,3.0,с партнером с детьми,новичок,0
478119513,38.0,0.0,town,0.0,0.0,0.0,0.0,1.0,2.0,1.0,t_04 (16),Без подписки,,,Credit Cards,Preapprove,2023-07-31,28.0,"Дозвон, Отказ",Отказ прослушать предложение,205674.0,20.0,19.0,1.0,,1.0,,,0,0,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,18.0,с партнером с детьми,новичок,0
80363027,40.0,1.0,urban,0.0,0.0,0.0,0.0,1.0,3.0,1.0,u_04 (14),Без подписки,8596.88,,MVNO,Incoming,2022-03-16,36.0,"Дозвон, Отказ",Переведен в мобайл/банк,39044.0,28.0,26.0,0.0,,41.0,,,0,2,0,Страхование и услуги,Другое,0.0,1,35-49,3.0,12.0,с партнером с детьми,сеньор,0
160957256,29.0,0.0,urban,0.0,1.0,0.0,0.0,1.0,0.0,0.0,u_05 (17),Без подписки,,,Credit Cards,Preapprove,2024-02-27,24.0,"Дозвон, Отказ",Отказ по всем продуктам,208722.0,28.0,28.0,0.0,,7.0,Россия,Холост/не замужем,0,1,0,Кредитная карта,Продажи и предложения,0.0,1,25-34,2.0,1.0,с партнером без детей,опытный,0
34523876,43.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_04 (16),Pro,,17823.5,Cash Loan,Preapprove,2023-10-17,19.0,"Дозвон, Отказ",Кредит уже не нужен,203268.0,25.0,24.0,0.0,,4.0,,,0,1,0,Кредит,Продажи и предложения,0.0,1,35-49,3.0,18.0,с партнером без детей,новичок,1
180170944,43.0,1.0,urban,0.0,1.0,1.0,0.0,1.0,1.0,0.0,u_01 (3),Pro,,27625.2,Debit Cards,Meeting,2024-10-11,97.0,"Дозвон, Успешно",Назначена встреча,237757.0,52.0,52.0,0.0,,11.0,Россия,Холост/не замужем,1,4,0,Дебетовая карта,Другое,1.0,1,35-49,3.0,9.0,с партнером с детьми,опытный,1
347331657,27.0,0.0,town,0.0,1.0,0.0,0.0,1.0,1.0,0.0,t_05 (19),Без подписки,,,Credit Cards,Preapprove,2022-09-22,19.0,"Дозвон, Отказ",Отказ прослушать предложение,145857.0,48.0,46.0,,,55.0,,,0,3,0,Кредитная карта,Продажи и предложения,0.0,1,25-34,2.0,21.0,с партнером с детьми,сеньор,0
116133851,33.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_04 (16),Без подписки,,,Mortgage Insurance,Cold,2022-07-20,30.0,"Дозвон, Успешно",Полис оплачен,43165.0,62.0,59.0,0.0,,40.0,,,1,2,0,Страхование и услуги,Продажи и предложения,0.0,1,25-34,2.0,29.0,с партнером без детей,сеньор,0
187497026,22.0,1.0,town,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_05 (19),Pro,,15960.73,Secured Loan,Upsell,2024-07-20,209.0,"Дозвон, Отказ",Отказ по всем продуктам,215719.0,27.0,29.0,1.0,,11.0,,,0,5,1,Кредит,Продажи и предложения,0.0,1,14-24,1.0,5.0,с партнером без детей,опытный,1
421278029,41.0,1.0,town,0.0,1.0,1.0,0.0,1.0,2.0,0.0,t_01 (4),Pro,,,Casco,Afterfilling,2022-05-23,51.0,"Дозвон, Отказ",Другое,3021.0,54.0,52.0,0.0,,58.0,,,0,0,0,Страхование и услуги,Другое,1.0,1,35-49,3.0,13.0,с партнером с детьми,сеньор,1
520821895,18.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_09 (36),Без подписки,,,Credit Cards,Preapprove,2024-03-04,62.0,"Дозвон, Отказ",Отказ прослушать предложение,252736.0,51.0,50.0,0.0,,1.0,,,0,0,0,Кредитная карта,Продажи и предложения,0.0,1,14-24,1.0,33.0,с партнером без детей,новичок,0
301875533,53.0,0.0,town,0.0,0.0,0.0,0.0,0.0,0.0,1.0,t_11 (42),Без подписки,,,Credit Cards,Preapprove,2023-02-13,36.0,"Дозвон, Отказ",Кредитная карта не нужна,177410.0,40.0,38.0,,,2.0,,,0,0,0,Кредитная карта,Продажи и предложения,0.0,1,50-64,4.0,13.0,одинокий,новичок,0
377214237,46.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_06 (28),Без подписки,,,Credit Cards,Preapprove,2023-03-24,43.0,"Дозвон, Отказ",Кредитная карта не нужна,142362.0,55.0,53.0,0.0,,65.0,,,0,4,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,9.0,с партнером без детей,сеньор,0
378817683,45.0,0.0,rural,0.0,0.0,1.0,0.0,1.0,0.0,0.0,r_06 (33),Pro,,,Credit Cards,Preapprove,2023-06-25,129.0,"Дозвон, Отказ",Кредитная карта не нужна,201848.0,44.0,43.0,0.0,,1.0,,,0,6,1,Кредитная карта,Продажи и предложения,0.0,0,35-49,3.0,1.0,с партнером без детей,новичок,1
511704898,41.0,0.0,urban,0.0,0.0,1.0,0.0,1.0,1.0,1.0,u_04 (14),Без подписки,,,Credit Cards,Preapprove,2024-03-14,42.0,"Дозвон, Отказ",Отказ по всем продуктам,251163.0,19.0,18.0,0.0,,1.0,,,0,3,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,22.0,с партнером с детьми,новичок,0
197786350,31.0,1.0,town,0.0,1.0,1.0,0.0,1.0,0.0,0.0,t_05 (19),Без подписки,15823.5,17120.04,Secured Loan,Upsell,2024-10-25,104.0,"Дозвон, Отказ",Отказ по всем продуктам,255720.0,49.0,49.0,0.0,,8.0,,,0,4,0,Кредит,Продажи и предложения,1.0,1,25-34,2.0,18.0,с партнером без детей,опытный,0
306677626,50.0,1.0,msk,0.0,0.0,1.0,1.0,1.0,1.0,1.0,m_01 (1),Pro,,22823.5,Credit Cards,Preapprove,2023-07-17,18.0,"Дозвон, Отказ",Кредит уже не нужен,201072.0,24.0,24.0,0.0,,2.0,,,0,0,0,Кредитная карта,Продажи и предложения,0.0,1,50-64,4.0,26.0,с партнером с детьми,новичок,1
366344287,22.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,0.0,t_09 (36),Без подписки,,,Credit Cards,Preapprove,2023-06-22,44.0,"Дозвон, Отказ",Кредитная карта не нужна,142362.0,55.0,53.0,0.0,,68.0,,,0,3,0,Кредитная карта,Продажи и предложения,0.0,1,14-24,1.0,33.0,с партнером без детей,сеньор,0
362109147,29.0,1.0,msk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,m_06 (15),Без подписки,,,Credit Cards,Preapprove,2023-03-27,20.0,"Дозвон, Отказ",Отказ прослушать предложение,138033.0,24.0,23.0,0.0,,13.0,,,0,0,0,Кредитная карта,Продажи и предложения,0.0,1,25-34,2.0,5.0,с партнером без детей,опытный,0
455380774,22.0,1.0,msk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,m_10 (26),Без подписки,,,MVNO,Afterfilling,2023-08-15,17.0,"Дозвон, Отказ",Другое,208829.0,21.0,20.0,,,1.0,,,0,1,0,Страхование и услуги,Другое,0.0,1,14-24,1.0,1.0,с партнером без детей,новичок,0
348419538,35.0,0.0,town,0.0,0.0,0.0,0.0,1.0,1.0,1.0,t_07 (29),Без подписки,,,Credit Cards,Preapprove,2022-08-23,59.0,"Дозвон, Отказ",Кредит уже не нужен,155499.0,48.0,46.0,,,1.0,,,0,1,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,13.0,с партнером с детьми,новичок,0
531439196,32.0,1.0,urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u_02 (5),Без подписки,,,Investment,Utilization,2024-01-05,30.0,"Дозвон, Отказ",Отказ от диалога,174824.0,37.0,36.0,0.0,,13.0,,,0,4,0,Инвестиции,Продажи и предложения,0.0,1,25-34,2.0,5.0,одинокий,опытный,0
71845366,37.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_04 (16),Pro,,19753.6,Credit Cards,Preapprove,2024-07-18,20.0,"Дозвон, Отказ",Третье лицо,271548.0,31.0,31.0,0.0,,2.0,,,0,3,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,6.0,с партнером без детей,новичок,1
392930189,27.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_02 (8),Pro,,,Credit Cards,Preapprove,2024-03-06,192.0,"Дозвон, Отказ",Кредитная карта не нужна,259061.0,19.0,18.0,0.0,,0.0,,,0,2,0,Кредитная карта,Продажи и предложения,0.0,1,25-34,2.0,8.0,с партнером без детей,новичок,1
267703943,38.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,0.0,t_07 (29),Без подписки,,,Investment,Autoleads,2023-06-15,63.0,"Дозвон, Отказ",Другое,169086.0,32.0,30.0,1.0,,8.0,,,0,3,0,Инвестиции,Продажи и предложения,0.0,1,35-49,3.0,6.0,с партнером без детей,опытный,0
39734719,38.0,0.0,urban,0.0,0.0,0.0,0.0,0.0,1.0,1.0,u_07 (27),Pro,,,Credit Cards,Preapprove,2023-11-10,30.0,"Дозвон, Отказ",Отказ прослушать предложение,186697.0,21.0,20.0,0.0,,9.0,,,0,4,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,17.0,одинокий с детьми,опытный,1
445040575,64.0,0.0,rural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,r_09 (41),Без подписки,,,Credit Cards,Preapprove,2024-01-16,21.0,"Дозвон, Отказ",Кредитная карта не нужна,221646.0,20.0,19.0,1.0,,,Россия,Холост/не замужем,0,1,0,Кредитная карта,Продажи и предложения,0.0,0,50-64,4.0,44.0,одинокий,сеньор,0
349356858,46.0,1.0,town,0.0,0.0,0.0,0.0,0.0,0.0,1.0,t_06 (28),Pro,,,Credit Cards,Preapprove,2023-05-26,127.0,"Дозвон, Отказ",Кредитная карта не нужна,138756.0,38.0,36.0,0.0,,15.0,,,0,4,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,8.0,одинокий,опытный,1
118268396,39.0,0.0,town,0.0,0.0,0.0,0.0,1.0,1.0,0.0,t_07 (29),Без подписки,,,MVNO,Afterfilling,2023-03-25,228.0,"Дозвон, Отказ",Другое,168175.0,22.0,20.0,1.0,,5.0,,,0,5,1,Страхование и услуги,Другое,0.0,1,35-49,3.0,17.0,с партнером с детьми,новичок,0
392924368,18.0,1.0,town,0.0,0.0,1.0,0.0,0.0,0.0,1.0,t_09 (36),Pro,,,Credit Cards,Meeting,2024-05-30,48.0,"Дозвон, Отказ",Не нужен продукт,160625.0,48.0,48.0,0.0,,21.0,,,0,3,0,Кредитная карта,Другое,0.0,1,14-24,1.0,30.0,одинокий,опытный,1
455174869,20.0,1.0,town,0.0,0.0,0.0,0.0,1.0,0.0,1.0,t_12 (44),Без подписки,,,Investment,Reutilization,2023-06-08,6.0,"Дозвон, Отказ",Отказ от диалога,184241.0,43.0,42.0,0.0,,4.0,,,0,3,0,Инвестиции,Продажи и предложения,0.0,1,14-24,1.0,23.0,с партнером без детей,новичок,0
454348034,15.0,0.0,town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,t_12 (44),Без подписки,,,Debit Cards,Meeting,2022-11-01,146.0,"Дозвон, Успешно",Назначена встреча,171005.0,21.0,19.0,0.0,,,,,1,1,0,Дебетовая карта,Другое,0.0,1,14-24,1.0,6.0,одинокий,сеньор,0
403316909,40.0,0.0,town,0.0,0.0,1.0,0.0,1.0,3.0,0.0,t_04 (16),Pro,,13909.0,Investment,Utilization,2024-06-11,35.0,"Дозвон, Отказ",отказ от диалога,152852.0,25.0,24.0,0.0,,23.0,,,0,1,0,Инвестиции,Продажи и предложения,0.0,1,35-49,3.0,15.0,с партнером с детьми,опытный,1
531487777,26.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,1.0,t_07 (29),Без подписки,,13893.73,Credit Cards,Preapprove,2024-03-21,93.0,"Дозвон, Отказ",Кредитная карта не нужна,39044.0,28.0,28.0,0.0,,65.0,,,0,3,0,Кредитная карта,Продажи и предложения,0.0,1,25-34,2.0,2.0,с партнером без детей,сеньор,0
188679442,40.0,1.0,town,0.0,0.0,1.0,0.0,0.0,0.0,0.0,t_07 (29),Pro,,,Credit Cards,Preapprove,2023-11-13,25.0,"Дозвон, Отказ",Кредитная карта не нужна,66334.0,41.0,43.0,0.0,,3.0,,,0,0,0,Кредитная карта,Продажи и предложения,0.0,1,35-49,3.0,1.0,одинокий,новичок,1
