Unnamed: 0,customer_id,age,gender_cd,region_size,foreign_flg,entrepreneur_flg,auto_flg,traveler_flg,partnership_flg,child_amt,realty_type,segment_cd,bundle_nm,confirmed_income,predicted_income,product_cd,functional_cd,finish_dttm,state_talk_time_sec,wo_hit_status_result_desc,wo_hit_status_reason_desc,employee_id,emp_age,emp_age_new,emp_gender_cd,emp_children_cnt,emp_work_months_cnt,emp_citizenship_country_cd,emp_marital_status_cd,day_of_week,holiday_flg,approval_flg,bundle_flg,segment_region
5485,446636840,20.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,u_09 (32),Без подписки,,,Credit Cards,Preapprove,2022-11-12,20.0,"Дозвон, Отказ",Отказ прослушать предложение,172244.0,26.0,24.0,,,0.0,,,5,1,0,0,1.0
5486,577006864,48.0,0.0,rural,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,r_06 (33),Без подписки,,13003.05,Investment,Utilization,2024-04-26,46.0,"Дозвон, Отказ",Сам разберется,238391.0,24.0,24.0,1.0,,5.0,,,4,0,0,0,0.0
5487,431699011,49.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Utilization,2022-07-10,197.0,"Дозвон, Успешно",Готов использовать карту,4747.0,44.0,41.0,0.0,,93.0,,,6,1,1,0,
5488,389637070,28.0,1.0,town,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,t_09 (36),Без подписки,,,Credit Cards,Preapprove,2023-02-03,62.0,"Дозвон, Отказ",Кредитная карта не нужна,142362.0,55.0,53.0,0.0,,63.0,,,4,0,0,0,0.0
5489,365846991,21.0,0.0,rural,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,r_10 (45),Без подписки,,12087.28,Secured Loan,Upsell,2024-09-21,23.0,"Дозвон, Отказ",Отказ по всем продуктам,210248.0,37.0,37.0,0.0,,14.0,Россия,Холост/не замужем,5,1,0,0,0.0
5490,533508850,21.0,,msk,1.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,m_11 (34),Без подписки,,,Debit Cards,Meeting,2023-11-23,104.0,"Дозвон, Успешно",Назначена встреча,239576.0,57.0,56.0,0.0,,0.0,,,3,0,1,0,1.0
5491,455156812,22.0,1.0,town,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,t_09 (36),Pro,,,MVNO,Afterfilling,2023-10-27,50.0,"Дозвон, Отказ",Уже является абонентом Т-Мобайл,207016.0,21.0,19.0,,,4.0,,,4,0,0,1,0.0
5492,387528661,32.0,0.0,town,0.0,0.0,1.0,0.0,1.0,1.0,Квартира,t_07 (29),Pro,,11973.5,Credit Cards,Meeting,2023-06-16,62.0,"Дозвон, Отказ",Не нужен продукт,37943.0,55.0,55.0,0.0,,86.0,,,4,0,0,1,0.0
5493,62953495,42.0,1.0,town,0.0,0.0,1.0,0.0,1.0,1.0,Квартира,t_04 (16),Premium,16287.7,,Cash Loan,Incoming,2022-06-28,19.0,"Дозвон, Отказ",Переведен в банк,28601.0,40.0,37.0,0.0,,58.0,,,1,0,0,1,0.0
5494,350040109,57.0,0.0,town,0.0,0.0,0.0,0.0,1.0,1.0,Квартира,t_08 (30),Без подписки,,,Credit Cards,Preapprove,2022-09-01,18.0,"Дозвон, Отказ",Кредит уже не нужен,40809.0,49.0,47.0,1.0,,23.0,,,3,0,0,0,0.0
5495,315178566,33.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Downsell,2022-06-07,105.0,"Дозвон, Отказ",Кредит уже не нужен,97044.0,54.0,51.0,0.0,,12.0,,,1,0,0,0,
5498,387441394,21.0,1.0,town,0.0,0.0,1.0,0.0,0.0,0.0,Квартира,t_05 (19),Pro,,11823.5,Cash Loan,Agreement,2024-02-17,45.0,"Дозвон, Отказ",Кредит уже не нужен,233329.0,26.0,25.0,0.0,,4.0,Россия,Холост/не замужем,5,1,0,1,0.0
5499,139300762,66.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,t_08 (30),Без подписки,,,Credit Cards,Preapprove,2023-05-01,33.0,"Дозвон, Отказ",Кредитная карта не нужна,189764.0,50.0,48.0,0.0,,2.0,,,0,0,0,0,0.0
5500,139463508,35.0,1.0,town,0.0,1.0,1.0,0.0,0.0,0.0,Нет своего жилья,t_07 (29),Без подписки,,,Car Loan,Preapprove,2022-10-05,79.0,"Дозвон, Отказ",Другое,138438.0,39.0,37.0,,,7.0,,,2,0,0,0,0.0
5501,434855480,43.0,1.0,,,,,,,,,,Без подписки,,,Debit Cards,Utilization,2022-07-22,60.0,"Дозвон, Успешно",Готов использовать карту,154804.0,22.0,20.0,0.0,,0.0,,,4,0,1,0,
5502,569683757,43.0,1.0,,,,,,,,,,Без подписки,,,Debit Cards,Utilization,2024-11-02,103.0,"Дозвон, Успешно",Успешно,189269.0,48.0,48.0,0.0,,20.0,,,5,1,1,0,
5503,573793260,31.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,t_07 (29),Без подписки,,,Investment,Utilization,2024-04-11,30.0,"Дозвон, Отказ",Не хочет разбираться,266046.0,20.0,20.0,1.0,,0.0,,Холост/не замужем,3,0,0,0,0.0
5504,304664874,42.0,0.0,urban,0.0,1.0,0.0,0.0,1.0,0.0,Квартира,u_06 (23),Без подписки,,,Credit Cards,Preapprove,2023-11-29,21.0,"Дозвон, Отказ",Кредитная карта не нужна,235421.0,36.0,35.0,1.0,,1.0,,,2,0,0,0,1.0
5505,406520167,44.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2024-04-18,14.0,"Дозвон, Отказ",Отказ прослушать предложение,265923.0,53.0,52.0,0.0,,0.0,,,3,0,0,0,
5506,385585926,19.0,1.0,,,,,,,,,,Без подписки,,,Debit Cards,Cold,2023-03-09,27.0,"Дозвон, Отказ",Не звонить,170025.0,24.0,22.0,0.0,,,,,3,0,0,0,
5507,450370998,32.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2024-02-01,32.0,"Дозвон, Отказ",Кредитная карта не нужна,242798.0,21.0,51.0,0.0,,75.0,,,3,0,0,0,
5508,364509982,60.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2023-07-21,22.0,"Дозвон, Отказ",Третье лицо,189742.0,24.0,22.0,0.0,,4.0,,,4,0,0,0,
5509,447280546,32.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2023-06-27,89.0,"Дозвон, Отказ",Кредит уже не нужен,201072.0,24.0,24.0,0.0,,1.0,,,1,0,0,0,
5510,320790332,19.0,0.0,,,,,,,,,,Premium,,9473.5,Secured Loan,Upsell,2023-06-14,50.0,"Дозвон, Отказ",Другое,101392.0,37.0,35.0,0.0,,1.0,,,2,0,0,1,
5511,129011564,34.0,0.0,town,0.0,0.0,0.0,0.0,1.0,2.0,Нет своего жилья,t_07 (29),Без подписки,,10573.5,Credit Cards,Preapprove,2023-11-14,54.0,"Дозвон, Отказ",Кредитная карта не нужна,231848.0,20.0,19.0,0.0,,1.0,,,1,0,0,0,0.0
5512,370524461,18.0,1.0,town,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,t_09 (36),Без подписки,8009.91,,Credit Cards,Preapprove,2023-08-25,29.0,"Дозвон, Отказ",Кредитная карта не нужна,200289.0,29.0,28.0,0.0,,3.0,,,4,0,0,0,0.0
5514,409976726,,,,,,,,,,,,Без подписки,,,Credit Cards,Afterfilling,2023-05-05,45.0,"Дозвон, Отказ",Другое (нестандартная ситуация),199455.0,23.0,22.0,0.0,,0.0,,,4,0,0,0,
5515,450790526,26.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,Нет своего жилья,t_05 (19),Pro,9491.13,,Cash Loan,Upsell,2024-03-27,44.0,"Дозвон, Отказ",Кредит уже не нужен,205492.0,33.0,32.0,0.0,,9.0,,,2,0,0,1,0.0
5516,149916883,30.0,0.0,urban,0.0,0.0,1.0,0.0,1.0,1.0,Нет своего жилья,u_02 (5),Без подписки,,,Credit Cards,Preapprove,2022-11-10,35.0,"Дозвон, Отказ",Кредитная карта не нужна,109997.0,67.0,65.0,0.0,,29.0,,,3,0,0,0,1.0
5517,446934966,34.0,1.0,town,0.0,0.0,1.0,0.0,1.0,1.0,Квартира,t_04 (16),Pro,,,Credit Cards,Preapprove,2023-12-18,31.0,"Дозвон, Отказ",Кредитная карта не нужна,4747.0,44.0,43.0,0.0,,110.0,,,0,0,0,1,0.0
5518,60213390,31.0,1.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,u_07 (27),Pro,,,Credit Cards,Preapprove,2023-11-10,150.0,"Дозвон, Отказ",Кредитная карта не нужна,157519.0,20.0,19.0,0.0,,15.0,,,4,0,0,1,1.0
5519,261710786,35.0,1.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,u_07 (27),Без подписки,,,Credit Cards,Preapprove,2023-07-06,22.0,"Дозвон, Отказ",Третье лицо,109997.0,67.0,65.0,0.0,,37.0,,,3,0,0,0,1.0
5520,486647982,40.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,t_07 (29),Pro,,,MVNO,Afterfilling,2023-03-20,366.0,"Дозвон, Отказ",Другое,175459.0,21.0,19.0,,,4.0,,,0,0,0,1,0.0
5522,373759653,50.0,1.0,msk,0.0,0.0,1.0,0.0,0.0,0.0,Жилой дом,m_08 (21),Без подписки,,,MVNO,Meeting,2022-04-07,169.0,"Дозвон, Отказ",Не устраивают условия,80687.0,59.0,56.0,0.0,,13.0,,,3,0,0,0,1.0
5523,116764595,48.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,t_10 (40),Без подписки,,,Cash Loan,Preapprove,2023-09-29,53.0,"Дозвон, Отказ",Кредит уже не нужен,136943.0,27.0,26.0,0.0,,75.0,,,4,0,0,0,0.0
5524,425612384,49.0,0.0,town,0.0,1.0,1.0,0.0,1.0,0.0,Квартира,t_03 (10),Без подписки,,,Cash Loan,Preapprove,2024-05-15,67.0,"Дозвон, Отказ",Отказ прослушать предложение,7063.0,30.0,29.0,0.0,,85.0,,,2,0,0,0,0.0
5525,371561853,33.0,1.0,town,0.0,0.0,1.0,0.0,0.0,0.0,Квартира,t_04 (16),Pro,,,Car Loan,Afterfilling,2022-01-10,264.0,"Дозвон, Отказ",Нет потребности в кредите,7063.0,30.0,27.0,,,57.0,,,0,0,0,1,0.0
5526,504998143,62.0,0.0,,,,,,,,,,Без подписки,,,Debit Cards,Cold,2024-08-25,89.0,"Дозвон, Отказ",Дебетовая карта не нужна,286046.0,31.0,31.0,0.0,,1.0,Россия,,6,1,0,0,
5527,291145492,23.0,1.0,town,0.0,0.0,1.0,0.0,0.0,0.0,Нет своего жилья,t_02 (8),Без подписки,,,Debit Cards,Utilization,2022-12-07,129.0,"Дозвон, Успешно",Готов использовать карту,165337.0,24.0,25.0,1.0,,2.0,,,2,0,1,0,0.0
5528,379614031,56.0,0.0,,,,,,,,,,Без подписки,,14553.55,Debit Cards,Cold,2024-08-27,34.0,"Дозвон, Отказ",Дебетовая карта не нужна,293170.0,19.0,19.0,0.0,,0.0,Россия,,1,0,0,0,
5529,30210603,38.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2024-06-04,42.0,"Дозвон, Отказ",Третье лицо,209376.0,45.0,44.0,0.0,,10.0,Россия,Холост/не замужем,1,0,0,0,
5530,257895062,62.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2024-07-25,34.0,"Дозвон, Отказ",Кредитная карта не нужна,261962.0,18.0,18.0,0.0,,4.0,,,3,0,0,0,
5531,19281113,34.0,1.0,urban,0.0,1.0,1.0,0.0,1.0,0.0,Квартира,u_04 (14),Premium,20073.5,19445.2,Car Loan,Agreement,2024-08-15,134.0,"Дозвон, Отказ",Высокая ставка по кредиту,158672.0,22.0,22.0,1.0,,24.0,,,3,0,0,1,1.0
5532,506841788,39.0,0.0,town,0.0,0.0,0.0,0.0,1.0,1.0,Квартира,t_10 (40),Без подписки,,,Cash Loan,Preapprove,2023-11-22,21.0,"Дозвон, Отказ",Кредит уже не нужен,215719.0,27.0,28.0,1.0,,3.0,,,2,0,0,0,0.0
5533,433022706,20.0,1.0,town,0.0,0.0,0.0,0.0,0.0,0.0,Квартира,t_12 (44),Без подписки,,,Credit Cards,Preapprove,2024-04-26,37.0,"Дозвон, Отказ",Кредитная карта не нужна,268164.0,18.0,18.0,0.0,,0.0,,,4,0,0,0,0.0
5534,41747375,37.0,1.0,,,,,,,,,,Без подписки,,14323.5,Credit Cards,Preapprove,2024-02-19,13.0,"Дозвон, Отказ",Отказ прослушать предложение,226180.0,19.0,19.0,0.0,,,,,0,0,0,0,
5535,574172366,41.0,0.0,town,0.0,0.0,0.0,0.0,1.0,1.0,Квартира,t_04 (16),Без подписки,,,Investment,Utilization,2024-04-15,77.0,"Дозвон, Отказ",Сам разберется,203546.0,21.0,20.0,1.0,,,,,0,0,0,0,0.0
5536,264160660,50.0,1.0,town,0.0,0.0,1.0,0.0,1.0,1.0,Нет своего жилья,t_06 (28),Pro,,14539.3,MVNO,Cold,2024-09-23,39.0,"Дозвон, Отказ",Не интересно,274996.0,35.0,35.0,0.0,,3.0,,,0,0,0,1,0.0
5537,324012084,33.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2023-04-18,10.0,"Дозвон, Отказ",Отказ прослушать предложение,4747.0,44.0,42.0,0.0,,102.0,,,1,0,0,0,
5538,570913231,15.0,1.0,,,,,,,,,,Без подписки,,,Debit Cards,Meeting,2024-03-14,61.0,"Дозвон, Отказ",Другое,238448.0,23.0,22.0,0.0,,,,,3,0,0,0,
5539,311773666,35.0,0.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,u_07 (27),Без подписки,,,Secured Loan,Afterfilling,2022-09-06,39.0,"Дозвон, Отказ",Другое (нестандартная ситуация),110471.0,24.0,21.0,,,2.0,,,1,0,0,0,1.0
5540,313596420,26.0,0.0,town,0.0,0.0,0.0,1.0,1.0,0.0,Квартира,t_07 (29),Без подписки,,,Credit Cards,Preapprove,2023-09-05,51.0,"Дозвон, Отказ",Кредитная карта не нужна,203268.0,25.0,24.0,0.0,,3.0,,,1,0,0,0,0.0
5542,18684766,39.0,0.0,,,,,,,,,,Без подписки,,,Debit Cards,BAF,2022-05-25,42.0,"Дозвон, Отказ",Левый контакт,107585.0,22.0,20.0,,,,,,2,0,0,0,
5543,305296020,32.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Afterfilling,2023-05-15,9.0,"Дозвон, Отказ",Отказ прослушать предложение,141821.0,38.0,37.0,0.0,,11.0,,,0,0,0,0,
5545,379604916,36.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,t_04 (16),Без подписки,,,MVNO,Cold,2023-03-13,6.0,"Дозвон, Отказ",Другое,168175.0,22.0,20.0,1.0,,5.0,,,0,0,0,0,0.0
5546,117545360,38.0,1.0,msk,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,m_04 (11),Без подписки,,,Credit Cards,Preapprove,2024-01-09,29.0,"Дозвон, Отказ",Кредитная карта не нужна,191371.0,35.0,34.0,0.0,,9.0,,,1,0,0,0,1.0
5547,396337426,38.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,t_04 (16),Pro,23024.5,20165.77,Secured Loan,Upsell,2024-10-21,204.0,"Дозвон, Отказ",Нет недвижимости для залога,255720.0,49.0,49.0,0.0,,8.0,,,0,0,0,1,0.0
5548,193053350,40.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2022-10-15,9.0,"Дозвон, Отказ",Отказ прослушать предложение,95587.0,23.0,21.0,0.0,,2.0,,,5,1,0,0,
5549,511556693,43.0,0.0,,,,,,,,,,Без подписки,,,Cash Loan,Upsell,2023-08-08,197.0,"Дозвон, Успешно",Назначена встреча,145857.0,48.0,47.0,0.0,,66.0,,,1,0,1,0,
5550,484396095,57.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,t_11 (42),Pro,,,Cash Loan,Preapprove,2023-12-29,25.0,"Дозвон, Отказ",Отказ прослушать предложение,233329.0,26.0,25.0,0.0,,2.0,Россия,Холост/не замужем,4,0,0,1,0.0
5551,125130495,34.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,t_07 (29),Pro,,,Cash Loan,Preapprove,2024-01-05,110.0,"Дозвон, Отказ",Отказ по всем продуктам,171390.0,29.0,28.0,0.0,,,,,4,0,0,1,0.0
5552,502243585,38.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2023-07-01,11.0,"Дозвон, Отказ",Отказ прослушать предложение,201848.0,44.0,43.0,0.0,,1.0,,,5,1,0,0,
5553,262882706,44.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2022-11-10,45.0,"Дозвон, Отказ",Кредит уже не нужен,172244.0,26.0,24.0,,,0.0,,,3,0,0,0,
5554,624372157,22.0,0.0,,,,,,,,,,Pro,19252.3,18949.8,Secured Loan,Upsell,2024-09-22,58.0,"Дозвон, Отказ",Другое,278845.0,22.0,22.0,0.0,,3.0,,,6,1,0,1,
5555,404001625,25.0,1.0,msk,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,m_07 (18),Без подписки,,,Credit Cards,Downsell,2023-12-20,21.0,"Дозвон, Отказ",Кредитная карта не нужна,232388.0,20.0,19.0,0.0,,2.0,,,2,0,0,0,1.0
5556,398164087,,,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2022-02-02,44.0,"Дозвон, Отказ",Кредит уже не нужен,100488.0,47.0,44.0,,,7.0,,,2,0,0,0,
5557,398610227,33.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2024-04-17,250.0,"Дозвон, Успешно",Назначена встреча,235421.0,36.0,35.0,1.0,,5.0,,,2,0,1,0,
5558,349518509,51.0,1.0,msk,0.0,0.0,1.0,0.0,1.0,1.0,Квартира,m_03 (9),Без подписки,,,Mortgage Insurance,Cold,2022-03-15,178.0,"Дозвон, Отказ",Другое,106508.0,74.0,71.0,1.0,,7.0,,,1,0,0,0,1.0
5559,292426192,73.0,0.0,,,,,,,,,,Без подписки,,,Secured Loan,Afterfilling,2022-09-10,11.0,"Дозвон, Отказ",Левый контакт,141821.0,38.0,36.0,,,2.0,,,5,1,0,0,
5560,282397230,20.0,1.0,town,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,t_09 (36),Без подписки,,,Credit Cards,Preapprove,2024-01-26,48.0,"Дозвон, Отказ",Кредитная карта не нужна,251221.0,33.0,33.0,0.0,,0.0,,,4,0,0,0,0.0
5561,421469170,33.0,0.0,msk,0.0,0.0,0.0,0.0,1.0,2.0,Квартира,m_04 (11),Без подписки,,,Credit Cards,Preapprove,2023-10-16,25.0,"Дозвон, Отказ",Не звонить,201459.0,44.0,43.0,0.0,3.0,1.0,Россия,Разведен (а),0,0,0,0,1.0
5562,496372200,47.0,1.0,,,,,,,,,,Без подписки,,,Cash Loan,Upsell,2023-04-18,114.0,"Дозвон, Успешно",Upsell на КНЗ,171390.0,29.0,27.0,,,,,,1,0,1,0,
5563,151260561,38.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2022-05-26,27.0,"Дозвон, Отказ",Кредит уже не нужен,40809.0,49.0,46.0,1.0,,20.0,,,3,0,0,0,
5564,479801324,24.0,0.0,urban,0.0,0.0,0.0,0.0,0.0,0.0,Квартира,u_09 (32),Pro,,12895.8,Cash Loan,Preapprove,2024-08-01,40.0,"Дозвон, Отказ",Кредит уже не нужен,286337.0,28.0,27.0,0.0,,0.0,,,3,0,0,1,1.0
5565,150029386,29.0,1.0,msk,0.0,0.0,1.0,0.0,1.0,0.0,Нет своего жилья,m_05 (12),Pro,,,Cash Loan,Incoming,2023-05-06,667.0,"Дозвон, Успешно",Отказ после БКИ,7004.0,36.0,34.0,0.0,,24.0,,,5,1,1,1,1.0
5566,271941922,43.0,1.0,town,0.0,0.0,1.0,0.0,1.0,1.0,Нет своего жилья,t_04 (16),Без подписки,,,Cash Loan,Preapprove,2024-03-11,9.0,"Дозвон, Отказ",Отказ прослушать предложение,203268.0,25.0,24.0,0.0,,9.0,,,0,0,0,0,0.0
5567,325167830,23.0,1.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,u_05 (17),Без подписки,,,Credit Cards,Preapprove,2022-08-23,90.0,"Дозвон, Отказ",Другой банк,155872.0,23.0,20.0,,,1.0,,,1,0,0,0,1.0
5568,497549247,18.0,0.0,urban,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,u_12 (43),Pro,,10323.5,Debit Cards,BAF,2023-11-29,95.0,"Дозвон, Отказ",Действующий клиент,170025.0,24.0,23.0,0.0,,5.0,,,2,0,0,1,1.0
5569,535466549,22.0,1.0,town,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,t_05 (19),Pro,11823.5,12830.5,Cash Loan,Agreement,2024-07-21,86.0,"Дозвон, Отказ",Не устраивает одобренная сумма,191799.0,47.0,46.0,0.0,,15.0,,,6,1,0,1,0.0
5570,317680524,28.0,1.0,,,,,,,,,,Без подписки,,,Debit Cards,Meeting,2023-02-04,145.0,"Дозвон, Успешно",Назначена встреча,107585.0,22.0,21.0,0.0,,,,,5,1,1,0,
5571,149899580,24.0,1.0,urban,0.0,0.0,1.0,0.0,0.0,0.0,Нет своего жилья,u_05 (17),Без подписки,,,Osago,Prolongation,2022-06-22,,"Дозвон, Отказ",Дубль,2615.0,28.0,26.0,0.0,0.0,4.0,,,2,0,0,0,1.0
5572,285773014,36.0,1.0,,,,,,,,,,Без подписки,,,Debit Cards,Cold,2024-10-08,23.0,"Дозвон, Отказ",Дебетовая карта не нужна,286046.0,31.0,31.0,0.0,,2.0,Россия,,1,0,0,0,
5573,350356503,50.0,0.0,town,0.0,0.0,1.0,0.0,1.0,0.0,Нет своего жилья,t_11 (42),Без подписки,,,Credit Cards,Preapprove,2023-07-05,24.0,"Дозвон, Отказ",Кредитная карта не нужна,195977.0,23.0,22.0,1.0,,2.0,,,2,0,0,0,0.0
5574,255776599,31.0,1.0,town,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,t_07 (29),Без подписки,,,Cash Loan,Upsell,2023-06-06,35.0,"Дозвон, Отказ",Высокая ставка по кредиту,101392.0,37.0,35.0,0.0,,1.0,,,1,0,0,0,0.0
5575,138678495,42.0,0.0,msk,0.0,0.0,1.0,0.0,0.0,0.0,Квартира,m_04 (11),Без подписки,,,Cash Loan,Upsell,2023-06-19,151.0,"Дозвон, Успешно",Upsell на КНЗ,109616.0,35.0,34.0,0.0,,33.0,,,0,0,1,0,1.0
5576,433942994,39.0,1.0,town,0.0,0.0,1.0,0.0,1.0,0.0,Нет своего жилья,t_04 (16),Без подписки,,15823.5,Car Loan,Preapprove,2023-05-26,13.0,"Дозвон, Отказ",Отказ прослушать предложение,202360.0,21.0,19.0,1.0,,0.0,,,4,0,0,0,0.0
5577,175654600,33.0,1.0,,,,,,,,,,Без подписки,,,Mortgage Insurance,Cold,2023-12-27,44.0,"Дозвон, Отказ",Уже застрахован,106508.0,74.0,73.0,1.0,,28.0,,,2,0,0,0,
5578,449624855,47.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Meeting,2024-03-06,90.0,"Дозвон, Успешно",Назначена встреча,223598.0,56.0,55.0,0.0,,5.0,Россия,Холост/не замужем,2,0,1,0,
5580,82688677,34.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,u_07 (27),Pro,,,MVNO,Cold,2024-03-01,69.0,"Дозвон, Отказ",Устраивает свой оператор,232049.0,19.0,18.0,1.0,,4.0,,,4,0,0,1,1.0
5581,127031534,36.0,1.0,,,,,,,,,,Без подписки,,,Debit Cards,Meeting,2024-04-15,323.0,"Дозвон, Отказ",Не устраивают условия продуктов,179260.0,26.0,25.0,0.0,,2.0,Россия,Женат/замужем,0,0,0,0,
5582,481493359,33.0,0.0,town,0.0,1.0,1.0,0.0,1.0,1.0,Нет своего жилья,t_04 (16),Без подписки,,11823.5,Cash Loan,Preapprove,2023-11-01,19.0,"Дозвон, Отказ",Другое,191799.0,47.0,46.0,0.0,,6.0,,,2,0,0,0,0.0
5583,104947872,43.0,0.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2023-02-20,25.0,"Дозвон, Отказ",Кредитная карта не нужна,139863.0,29.0,29.0,0.0,,,,,0,0,0,0,
5584,510786262,38.0,1.0,town,0.0,0.0,1.0,0.0,1.0,1.0,Квартира,t_04 (16),Pro,,17323.5,Cash Loan,Incoming,2023-12-12,866.0,"Дозвон, Успешно",Другое,199708.0,44.0,43.0,0.0,,6.0,,,1,0,1,1,0.0
5585,80577184,34.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2024-05-14,21.0,"Дозвон, Отказ",Отказ по всем продуктам,109997.0,67.0,66.0,0.0,,47.0,,,1,0,0,0,
5586,144536913,35.0,0.0,town,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,t_07 (29),Pro,,,Mortgage Insurance,Cold,2022-05-17,69.0,"Дозвон, Отказ",ДНД не скоро,97765.0,39.0,36.0,0.0,,11.0,,,1,0,0,1,0.0
5587,508872779,30.0,1.0,urban,0.0,0.0,0.0,0.0,1.0,1.0,Квартира,u_07 (27),Без подписки,,,Credit Cards,Preapprove,2023-11-18,27.0,"Дозвон, Отказ",Кредитная карта не нужна,236822.0,49.0,48.0,0.0,,0.0,,,5,1,0,0,1.0
5588,375800834,31.0,0.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,u_10 (35),Без подписки,,,Credit Cards,Utilization,2022-09-04,96.0,"Дозвон, Отказ",Не знает когда будет пользоваться,40200.0,46.0,44.0,0.0,,97.0,,,6,1,0,0,1.0
5589,389467742,42.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2022-01-04,61.0,"Дозвон, Отказ",Кредит уже не нужен,101919.0,36.0,33.0,,,6.0,,,1,0,0,0,
5590,309554365,26.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Preapprove,2022-10-13,18.0,"Дозвон, Отказ",Отказ прослушать предложение,145857.0,48.0,46.0,,,56.0,,,3,0,0,0,
5591,314288767,24.0,0.0,urban,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,u_09 (32),Без подписки,,12323.5,Credit Cards,Preapprove,2023-09-12,16.0,"Дозвон, Отказ",Кредитная карта не нужна,225523.0,27.0,25.0,0.0,,0.0,Россия,Холост/не замужем,1,0,0,0,1.0
5592,62847957,41.0,1.0,rural,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,r_06 (33),Без подписки,,,Investment,Utilization,2023-04-01,43.0,"Дозвон, Отказ",Другое,23986.0,44.0,42.0,0.0,,57.0,,,5,1,0,0,0.0
5593,57675201,64.0,0.0,msk,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,m_09 (25),Без подписки,,,Credit Cards,Preapprove,2023-11-15,11.0,"Дозвон, Отказ",Третье лицо,224828.0,30.0,31.0,0.0,,2.0,,,2,0,0,0,1.0
5594,293356291,45.0,1.0,urban,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,u_06 (23),Pro,,,Car Loan,Preapprove,2024-03-21,538.0,"Дозвон, Успешно",Согласовано без встречи,244133.0,54.0,53.0,0.0,,3.0,,,3,0,1,1,1.0
5595,374160378,25.0,1.0,,,,,,,,,,Без подписки,,,Credit Cards,Afterfilling,2023-11-20,370.0,"Дозвон, Отказ",Нет потребности в кредите,228922.0,37.0,36.0,0.0,,2.0,,,0,0,0,0,
